"","statefips","state","state_name","total","top_01","top_05","top_10","top_25","top_50","top_75","agi_01","agi_05","agi_10","agi_25","agi_50","agi_75","total_agi","sum_agi_01","sum_agi_05","sum_agi_10","sum_agi_25","sum_agi_50","sum_agi_75","total_sal_num","total_sal_amt","num_sal_01","sum_sal_01","num_sal_05","sum_sal_05","num_sal_10","sum_sal_10","num_sal_25","sum_sal_25","num_sal_50","sum_sal_50","num_sal_75","sum_sal_75","total_int_num","total_int_amt","num_int_01","sum_int_01","num_int_05","sum_int_05","num_int_10","sum_int_10","num_int_25","sum_int_25","num_int_50","sum_int_50","num_int_75","sum_int_75","total_div_num","total_div_amt","num_div_01","sum_div_01","num_div_05","sum_div_05","num_div_10","sum_div_10","num_div_25","sum_div_25","num_div_50","sum_div_50","num_div_75","sum_div_75","total_businc_num","total_businc_amt","num_businc_01","sum_businc_01","num_businc_05","sum_businc_05","num_businc_10","sum_businc_10","num_businc_25","sum_businc_25","num_businc_50","sum_businc_50","num_businc_75","sum_businc_75","total_cpgain_num","total_cpgain_amt","num_cpgain_01","sum_cpgain_01","num_cpgain_05","sum_cpgain_05","num_cpgain_10","sum_cpgain_10","num_cpgain_25","sum_cpgain_25","num_cpgain_50","sum_cpgain_50","num_cpgain_75","sum_cpgain_75","total_scorp_num","total_scorp_amt","num_scorp_01","sum_scorp_01","num_scorp_05","sum_scorp_05","num_scorp_10","sum_scorp_10","num_scorp_25","sum_scorp_25","num_scorp_50","sum_scorp_50","num_scorp_75","sum_scorp_75","total_tax","sum_tax_01","sum_tax_05","sum_tax_10","sum_tax_25","sum_tax_50","sum_tax_75","Year","avg_inc_1","avg_inc_5","avg_inc_10","avg_inc_25","avg_inc_50","avg_inc_75","avg_tax_rate_01","avg_tax_rate_5","avg_tax_rate_10","avg_tax_rate_25","avg_tax_rate_50","avg_tax_rate_75"
"122",20,"KS","Kansas",1217222,12172,60861,121722,304306,608611,912917,432034,185376,135170,83079,43588,21961,86807929312,13696092.112,26199852.923,35706440.572,54817452.306,73365708.008,83138128.311,1010661,59232275925,10399,4963230456,53194,13087541046,107116,19966171697,267111,34222673119,530258,48509219348,792902,56518318648,416020,672259521,11418,256222842,48864,354991341,87781,408001926,182527,503011924,290215,590440336,353255,633676213,251474,2053055655,9825,948461151,39479,1300723940,66955,1474384752,126232,1738166258,187970,1930197353,221253,2001518366,191341,2665399631,4262,341218075,17295,878797663,30858,1160291516,67460,1628505510,114819,2097992588,149041,2394529567,230093,4721217170,10088,2870728380,38942,3610860828,64270,3923309273,118180,4334304404,173788,4594098438,203435,4680028568,81371,5909465414,7923,3866588602,23969,5124879653,34343,5447356941,52520,5739498357,68305,5885595476,75756,5919993982,11133195936,3682999.077,5949160.215,7242983.733,9187353.302,10627629.048,11085557.262,2017,1125212.95695038,256808.741420033,156201.634034932,104669.695778381,60952.8456712837,32113.7943484519,0.268908754912147,0.18123836278173,0.136097574205409,0.101740797193945,0.0776501989804195,0.0468592426237973
"123",21,"KY","Kentucky",1767448,17674,88372,176745,441862,883724,1325586,361972,161962,119807,73404,38225,19248,108541000000,15254351.627,30804516.253,42952236.366,67620702.433,91263425.255,103720000,1482549,76734439645,15354,6305361294,77799,16697615978,156696,25703604996,389883,44340717302,773693,62947323661,1152692,73191675171,431177,645119044,15488,243208325,61767,340916144,106224,393825880,207685,487344651,313776,568117591,376512,610916889,262442,2156633680,13318,1002641856,50123,1423808858,81333,1611322775,143991,1871677748,203816,2044428782,236138,2111813395,273451,3334771060,5918,535115073,23182,1137990505,40922,1423867182,87479,1913333295,146737,2398096351,193895,2784659737,229593,4630018218,13468,2879568521,47683,3647448966,74838,3942798965,128499,4315853411,179415,4523754550,206774,4594515673,91298,5596137359,10622,3583269765,29532,4786702529,41028,5100208089,60250,5405733144,76505,5558798304,84772,5596369620,12664897062,4003455.573,6588832.274,8095384.871,10428600.192,12131580.17,12623353.476,2017,863095.599581306,219951.973549464,137459.632614034,93047.4698604767,53507.0289411626,28191.0975485559,0.262446787047569,0.166260407087731,0.12401937013578,0.0945829106140181,0.0720297738471707,0.0394790153848187
"124",22,"LA","Louisiana",1838702,18387,91935,183870,459676,919351,1379027,405698,173711,126666,73477,35955,17492,116955000000,18792762.983,36396221.145,49866732.97,76350641.396,100242000,112101000,1547075,80739989114,15115,5897751899,79882,17227187605,163521,27531087012,408061,47941869236,807968,67063288522,1203166,77106041809,451786,804529080,16783,339143877,68604,474477216,118451,535177040,232083,648384052,346072,736523276,405798,776960042,257509,2081008334,14209,890434185,52548,1333997378,84028,1520406823,148341,1801573427,206460,1978183637,235353,2042127586,374402,3996159964,6869,852832475,27193,1710636143,47911,2046611809,103854,2587537744,178311,3027923507,250415,3256531077,229613,4995497317,14558,3236341708,51213,4105578502,79740,4391340427,136670,4749818305,186491,4928644268,210663,4977570755,108049,8862676034,13074,6317589325,36555,7982870983,50301,8360957784,74354,8710720357,93101,8849229802,101790,8876384662,14889712283,5182827.009,8320127.182,10139435.591,12822744.996,14510357.553,14865831.332,2017,1022067.92750313,239346.524201882,146522.127862076,96023.6848581974,51974.457179529,25798.605974643,0.275788451846512,0.178220673695376,0.135058595592748,0.101318482220914,0.0706369438830261,0.0299750214183322
"125",23,"ME","Maine",607704,6077,30385,60770,151926,303852,455778,373450,170170,124607,76994,40881,21283,38926722371,5077172.132,10692933.411,15056767.996,23892336.092,32507651.97,37139487.91,495716,26382041482,5079,1959573529,25736,5449307983,52355,8548276250,131842,15015964497,262001,21478694695,389892,25131158353,210836,267508853,5706,76055268,24801,122237714,44132,147112420,90481,189401723,144731,229881024,178313,249714146,119607,972707726,4580,318351478,18362,540091404,30674,643110807,57591,787944667,86525,897395166,103599,941145151,107435,1591328866,1720,165104666,7903,406702171,14459,556123787,32799,843810669,58420,1160368715,79087,1395469724,105174,2217446756,4739,1226763611,18280,1671408795,29578,1842257516,53255,2039548049,77975,2163398519,92024,2202071711,36896,1846954449,3338,1061516076,9994,1491801881,14475,1623854877,22495,1759264251,30033,1826982723,33897,1848594003,4565181972,1264682.97,2208293.158,2765661.164,3637278.578,4311068.097,4540488.554,2017,835473.446108277,231025.229512918,143618.054467665,96927.9926280223,56707.3172333899,30487.4474415176,0.249092001830912,0.168028899577446,0.127724366069206,0.0986487121744436,0.0782083360078048,0.0495312139660973
"126",24,"MD","Maryland",2779634,27796,138982,277963,694909,1389817,2084726,510163,232189,170289,100331,50966,23899,236560000000,36136728.811,70837704.107,98181542.059,152061000,202500000,227839000,2295971,167662000000,23668,14339622178,123965,38577294548,249747,59445990614,616886,100774000000,1212194,140017000000,1814299,161131000000,945039,1415809352,26413,520177256,118759,740105396,220165,867456512,466949,1094493745,729093,1284604193,856462,1363114573,552996,4696011067,23474,1711894910,95332,2714532187,163205,3225897948,307285,3961700249,442597,4446804355,506277,4606658244,551637,6858740608,8373,1137110734,37094,2618742233,68125,3350214690,150814,4384935475,261805,5201368852,361210,5824364805,481090,11104808900,23636,7034741457,91574,8870235271,152132,9598262288,275848,10489533406,389648,10938003633,442791,11059426190,147809,13363236511,17141,9412900989,45045,11765145472,62696,12364581963,94728,12959606040,122891,13269228692,137852,13364241458,33048563210,9693475.821,16557525.4,20577289.551,26956439.369,31581741.555,32920110.44,2017,1300069.39167506,312098.423326678,196745.15186968,129224.06724372,72583.70892262,36463.767198295,0.268244418904052,0.197805667432962,0.147008044666458,0.118396696287951,0.0917009097325482,0.0528185360511465
"127",25,"MA","Massachusetts",3140912,31409,157046,314091,785228,1570456,2355684,698256,271807,186479,105178,53560,26177,328495000000,77774615.513,127551000,162355000,227413000,286859000,317449000,2628415,216392000000,26623,26311829837,140126,60916772770,283753,87604313509,707517,137914000000,1386323,183320000000,2067678,208305000000,1218667,2916383927,30233,1540554521,136035,1906606766,250127,2092645003,533136,2408740350,869183,2691226470,1058592,2815732771,786081,9027914308,28195,4143925266,120228,5896599740,208860,6721011574,398813,7820148866,598287,8588806225,699425,8859290401,528927,11647092669,9047,1644072724,43310,3965324921,79677,5353154219,174938,7472354364,295135,9329088883,392630,10559599797,681346,34061962627,28730,25884499057,120106,29925629371,203347,31389498761,369163,32960905272,533803,33769183044,614736,33990452760,179333,21799215819,18874,15329180801,54815,19232309744,78580,20299086681,118328,21219586669,151668,21670286726,168017,21796065388,54985993014,21249995.077,32454859.006,38211303.405,46635711.076,52748856.403,54761448.217,2017,2476188.84755962,396192.081050964,221618.007577446,138087.223037036,75705.4002149694,38956.8380139272,0.273225331129385,0.225104013569454,0.165396057895644,0.129490726290387,0.10283526775561,0.0657924751225892
"128",26,"MI","Michigan",4350428,43504,217521,435043,1087607,2175214,3262821,417331,183476,133913,80967,40638,19152,301269000000,50208497.935,93844945.8,127515000,194799000,258433000,290078000,3444346,205828000000,38565,20442668995,194103,51107377892,387532,76459862514,949618,126356000000,1864823,174016000000,2756412,198395000000,1369607,2156223172,39708,839721591,165320,1156278273,292251,1331143678,598288,1640689734,944447,1914452291,1154824,2054114017,839916,6056773289,34708,2453543311,134472,3602708824,223460,4157465742,418949,5009735753,622921,5643413163,739514,5898453732,684421,8566208276,11668,1331805825,50143,2948352423,91146,3760158150,201398,5122494813,351569,6447977796,485305,7348456498,749290,15597168728,35458,10671511719,131106,12740009283,212273,13608016756,386160,14716625357,563997,15353767991,663226,15543145993,229781,17536389339,25963,12342326954,69923,15344260136,97023,16142534738,145655,16966624826,189752,17404588570,214042,17543097831,39868941841,13545083.862,21470533.835,26110146.555,33233772.507,38395015.971,39773982.137,2017,1154112.2180719,250759.683622864,154789.190058937,103107.128189725,58508.2663131076,29095.9877970627,0.269776719461624,0.181624544635698,0.137796413764015,0.105873996076333,0.081108267027061,0.0435761152156739
"129",27,"MN","Minnesota",2517762,25178,125888,251776,629441,1258881,1888322,500911,212145,152694,94069,50266,25855,206706000000,33783432.614,63611622.593,85939203.324,130490000,174387000,197857000,2104364,144959000000,22251,14074662345,114065,34982718546,228435,51961928616,563381,86018555143,1103942,119278000000,1649525,138415000000,858138,1473085607,23458,587533796,99768,793068395,176845,906692177,367194,1103912151,600523,1299420403,735757,1394027948,596614,4031625297,20932,1473048533,88234,2284157061,151548,2672301507,289247,3247569041,441923,3715020775,524759,3900934728,383698,5560603968,6543,567498906,28991,1559043457,54007,2140255439,123539,3154563338,219799,4242058522,291442,4926776481,532981,12350194669,21371,7859938735,86211,9686800889,143559,10460058902,263983,11423975435,397489,12048937294,469559,12257711263,178021,13258876664,14888,8124528841,45746,10941770879,67968,11795772749,108192,12655313165,146022,13104955234,164513,13244060031,28292378906,8912531.362,14703272.348,17886200.627,22785023.055,26700828.721,28118076.389,2017,1341783.8038764,296179.028686327,177360.675608477,117963.795098831,69739.768683274,37287.0531153833,0.263813670559534,0.1941365195165,0.142555896106593,0.109960377670172,0.0892044027154476,0.060385499275671
"130",28,"MS","Mississippi",1151174,11512,57559,115117,287794,575587,863381,312738,147743,109642,63764,32034,16612,61807903685,8290743.793,17304630.391,24548693.828,38932554.953,52006558.45,58837784.33,972176,44044054599,9676,3137050456,49670,9053453935,100013,14368592055,249003,25158138770,500569,35848718574,752649,41818104916,238071,359827253,10016,130368169,39186,192777364,67587,226963482,130386,284570396,185672,324636202,214132,344385151,121696,846642384,8062,369087601,27855,548246491,43995,629594352,75302,743882065,99702,806178095,111676,829874617,224830,1961460464,4375,408008419,16511,780399448,29088,950390281,61290,1213216417,103915,1396400204,146441,1477330702,107882,2013785975,8178,1274740599,26626,1614271845,41022,1748318420,68273,1907237140,89175,1976301080,99116,1999992514,50220,3339409334,7227,2389991837,18469,2992344168,24938,3139790944,35699,3286981084,43561,3339116672,47185,3348024163,6551525882,2100196.096,3507840.177,4355647.112,5632549.818,6381276.873,6540088.084,2017,720182.747828353,195754.046908593,125856.76078043,83299.2299206032,45428.4972080627,23736.5125054726,0.253318176081286,0.156163943898776,0.117034719860364,0.088773292157324,0.0572683841771807,0.0232478348381009
"131",29,"MO","Missouri",2583969,25840,129198,258397,645992,1291985,1937977,402452,176275,128189,77691,40044,19922,173131000000,28163355.409,53131078.93,72303155.347,110589000,147136000,166088000,2118385,119190000000,22221,11242490295,113261,28041012059,227560,42147746859,562940,70496562740,1116131,98597081532,1667124,114053000000,784355,1201693710,23624,431881009,98594,607973842,175169,706134485,358592,890954787,557385,1051798139,672482,1133330788,503451,3742721924,20811,1481693770,82006,2237345252,137994,2588517783,258245,3121652460,379094,3498469928,444855,3645198540,401951,5163420615,7724,751129351,32162,1730154337,57791,2219893407,127167,3065492826,221608,3931372645,297467,4532490264,449404,9069428952,21171,5736911477,79391,7111798935,129587,7674284846,235729,8412216190,342215,8857643002,399536,9005777714,142370,10562935250,15139,7439232726,43115,9288475006,61031,9785220026,92011,10257516103,119140,10506179039,132363,10568481528,21880779755,7456541.604,11833865.262,14372649.608,18209155.103,20999971.62,21811246.131,2017,1089913.13502322,241565.466833724,148391.832885703,98777.9632167598,56574.916446463,29337.8246170231,0.264760412802842,0.175319293900315,0.132420938180115,0.1002068918623,0.0763623968314773,0.0428068019734065
"132",30,"MT","Montana",464085,4641,23204,46409,116021,232043,348064,399692,169332,124770,77812,40012,19978,30503636991,4744200.16,9139061.181,12461177.327,19265746.205,25846198.462,29239932.821,372076,18638778776,3677,1173786014,18920,3485107728,38657,5665812254,97288,10344014669,193605,15079620682,290766,17733388883,159533,311434342,4310,100428753,18503,153790108,32575,181672766,67316,227489409,109415,270583759,134861,292803733,100014,779622477,3379,263884239,13928,424475428,23683,497970767,46011,611783945,70750,699962508,85037,739175736,80474,1029325086,1384,117095367,6150,287566174,11517,381669826,26081,560265260,46864,779517374,62292,925597250,97125,2303139867,3732,1214313361,14832,1665074426,24727,1845128504,46641,2077481383,70694,2225542920,84522,2279129828,45399,2559531751,3285,1450331019,11076,2069345740,16447,2245717650,26442,2433950923,36463,2539422375,41560,2561307258,3675196709,1204414.366,1949230.825,2367594.253,3019688.201,3505667.536,3660777.782,2017,1022236.6214178,236753.812476432,143163.807196725,97749.9407860714,56717.2799727638,29251.0352350005,0.253870900337392,0.169474405547988,0.125932811983028,0.0958317800424211,0.0738519657950616,0.0457048871808886
"133",31,"NE","Nebraska",820531,8205,41027,82053,205133,410266,615398,413827,180160,132994,83899,44977,23821,58525931274,8838903.321,16946907.769,23218983.322,36083323.465,48838556.705,55755142.686,699573,40443237356,7226,3080068179,36326,8211487880,73115,12766943361,182637,22487700100,362637,32466347588,544422,38301212429,275002,480333444,7646,179955722,32542,248149139,58011,285473960,119817,353537829,192219,419550044,234235,451130708,177563,1256976781,6565,560916229,26670,785819137,45612,891136734,87224,1046620636,131501,1171092334,155481,1219913962,126638,1412702537,2338,149366021,10116,380447987,18517,511334020,42115,754905843,74705,1047124124,96959,1228236694,169955,3387925158,6771,1916321148,26748,2478546994,44788,2714053714,83966,3039534474,126269,3264575800,149288,3343154265,66449,4201536617,5486,2646577083,17464,3523925952,25709,3775761525,40770,4035611031,54899,4166534687,61496,4199227415,7203904821,2322467.937,3741326.04,4555692.869,5812061.786,6803616.935,7158364.361,2017,1077258.17440585,247029.566997745,152880.503899966,104520.150658109,62180.3085802869,33717.7328793167,0.262755214380741,0.174994736633376,0.12984008596811,0.0976629118193552,0.0777371240762979,0.0512893827929702
"134",32,"NV","Nevada",1335845,13358,66792,133585,333961,667923,1001884,449984,177299,126870,74596,38742,20588,98309877684,23874155.593,37333047.682,47218121.533,66504182.131,84573854.293,94348203.383,1112413,60653823481,10282,5570113951,54436,13603307826,111178,20544949961,280414,34721130969,569578,49192607034,864853,57620727281,284801,1090668902,11873,683275024,46878,828323649,79421,889592766,149914,978427147,216139,1038568477,250063,1065687161,173421,2823961717,9610,1854812137,35295,2255529538,56907,2406285490,99723,2608539258,136493,2733979964,154566,2783544986,219290,2678901213,3742,474646258,16130,1006717537,28951,1251930834,61686,1637491110,105326,2001586958,145971,2247682675,175370,9779398566,10710,8069957592,38246,9018792730,60035,9310504841,101689,9602625339,138160,9733106811,156665,9768545265,68962,7134846956,8857,5361768992,23942,6489340368,32508,6750294186,46396,6999384728,57476,7115940382,63365,7142033607,14014519691,6393251.17,8847859.685,10206090.592,12233670.264,13580331.465,13970578.574,2017,1787255.24726755,251878.805423513,147995.655996886,96249.3542040963,54106.9707391859,29267.9357469884,0.267789624855864,0.182378200134776,0.13740220128579,0.105131872924337,0.0745260450176838,0.0399256365213368
"135",33,"NH","New Hampshire",642525,6425,32126,64253,160631,321263,481894,489151,221207,161037,98182,51946,26342,54745644558,8956760.533,16707827.974,22694489.188,34638682.809,46284032.218,52421534.292,537778,37964967966,5333,3551257023,27964,8891830311,56795,13379091559,142466,22461873679,281296,31263865787,420479,36250386706,221696,399804262,5966,155339654,25609,212739741,46106,248541700,95288,303782048,155017,355581818,189901,379763436,152776,1399201232,5325,547647002,21960,820393962,37844,962317083,72963,1153412254,111969,1303679960,133387,1360320441,102444,2474438902,1931,435918692,8400,893492278,15397,1154949004,34087,1590985052,59561,2029756442,78183,2282628143,131995,4194378412,5424,2877720657,21912,3461795904,36538,3693655271,66588,3964426080,98922,4127110514,116481,4175849192,32158,1766577956,3464,1057207562,9617,1423960254,13527,1545684505,20276,1672321325,26559,1745311069,29655,1765440268,7934328495,2446000.087,4007680.893,4937368.401,6379439.659,7480064.223,7881167.001,2017,1394048.33198444,301586.220030349,186343.611728453,123930.70639565,72497.0703782559,38208.7023924398,0.273089816121357,0.201479450138615,0.155293155027028,0.120734082497171,0.09451193994655,0.0653527727019714
